Hitter,Swing,Pitcher,Pitch,Result,Diff,Inning,Outs,Home Score,Away Score,OBC,Batter WPA,Pitcher WPA,RBI,Run,Result at neutral park,Game ID,Inning ID,Session,Batter Team,Pitcher Team,Season,bruh
Big Tuna,478,Rob Pancakes,222,FO,,,1,,,7,,,,,,1006,10066,,,,1,
Valentino Rollin,648,Rob Pancakes,162,LGO,,,2,,,7,,,,,,1006,10066,,,,1,
Sam Smith,326,Big Tuna,110,FO,,,0,,,0,,,,,,1006,10067,,,,1,
Johnny Dickshot,826,Big Tuna,432,K,,,1,,,0,,,,,,1006,10067,,,,1,
Randy Nummer,389,Big Tuna,830,LGO,,,2,,,0,,,,,,1006,10067,,,,1,
Sevag Vapor,333,Rob Pancakes,187,1B,,,0,,,0,,,,,,1006,10068,,,,1,
Otis Nixon Sr.,85,Rob Pancakes,320,FO,,,0,,,1,,,,,,1006,10068,,,,1,
Merodach Baladan,840,Rob Pancakes,628,FO,,,1,,,1,,,,,,1006,10068,,,,1,
Brandon Aconi,347,Rob Pancakes,753,LGO,,,2,,,1,,,,,,1006,10068,,,,1,
Indy Sayne,241,Big Tuna,449,FO,,,0,,,0,,,,,,1006,10069,,,,1,
Clark Web,323,Big Tuna,712,LGO,,,1,,,0,,,,,,1006,10069,,,,1,
Rob Pancakes,651,Big Tuna,935,FO,,,2,,,0,,,,,,1006,10069,,,,1,
Morris Deratt,345,Rob Pancakes,711,K,,,0,,,0,,,,,,1006,10070,,,,1,
BB Bambino Jr.,292,Rob Pancakes,401,1B,,,1,,,0,,,,,,1006,10070,,,,1,
Mason Spurs,,Rob Pancakes,765,FO,,,1,,,1,,,,,,1006,10070,,,,1,
Big Tuna,322,Rob Pancakes,288,2B,,,2,,,1,,,,,,1006,10070,,,,1,
Valentino Rollin,878,Rob Pancakes,300,PO,,,2,,,2,,,,,,1006,10070,,,,1,
Whit Merto,819,Big Tuna,698,1B,,,0,,,0,,,,,,1006,10071,,,,1,
Clipper Charge,561,Big Tuna,115,DP,,,0,,,1,,,,,,1006,10071,,,,1,
Bernie Petrol,341,Big Tuna,568,FO,,,2,,,0,,,,,,1006,10071,,,,1,
Sevag Vapor,285,Rob Pancakes,669,PO,,,0,,,0,,,,,,1006,10072,,,,1,
Otis Nixon Sr.,880,Rob Pancakes,154,K,,,1,,,0,,,,,,1006,10072,,,,1,
Merodach Baladan,117,Rob Pancakes,773,K,,,2,,,0,,,,,,1006,10072,,,,1,
Sam Smith,673,Big Tuna,944,FO,,,0,,,0,,,,,,1006,10073,,,,1,
Johnny Dickshot,238,Big Tuna,817,LGO,,,1,,,0,,,,,,1006,10073,,,,1,
Randy Nummer,19,Big Tuna,228,FO,,,2,,,0,,,,,,1006,10073,,,,1,
Brandon Aconi,350,Rob Pancakes,501,1B,,,0,,,0,,,,,,1006,10074,,,,1,
BB Bambino Jr.,449,Sonny Streaker,877,LGO,,,0,,,0,,,,,,1007,10075,,,,1,
Casey Nine,860,Sonny Streaker,322,LGO,,,1,,,1,,,,,,1007,10075,,,,1,
Valentino Rollin,718,Sonny Streaker,988,FO,,,2,,,0,,,,,,1007,10075,,,,1,
King Fielder,210,Sonny Streaker,223,HR,,,2,,,1,,,,,,1007,10075,,,,1,
Dark Bobman,760,Big Tuna,117,PO,,,0,,,0,,,,,,1007,10076,,,,1,
Twinkie Power,682,Big Tuna,912,FO,,,1,,,0,,,,,,1007,10076,,,,1,
Hashcoin Shitstorm,380,Big Tuna,763,K,,,2,,,0,,,,,,1007,10076,,,,1,
Otis Nixon Sr.,770,Sonny Streaker,766,HR,,,0,,,0,,,,,,1007,10077,,,,1,
Mason Spurs,,Sonny Streaker,122,LGO,,,0,,,0,,,,,,1007,10077,,,,1,
Sevag Vapor,733,Sonny Streaker,333,LGO,,,1,,,0,,,,,,1007,10077,,,,1,
Morris Deratt,666,Sonny Streaker,3,PO,,,2,,,0,,,,,,1007,10077,,,,1,
"Jake ""JP"" Panik",340,Big Tuna,78,FO,,,0,,,0,,,,,,1007,10078,,,,1,
Miguel Snow,666,Big Tuna,338,K,,,1,,,0,,,,,,1007,10078,,,,1,
Victor Justice,818,Big Tuna,212,PO,,,2,,,0,,,,,,1007,10078,,,,1,
Big Tuna,446,Sonny Streaker,775,PO,,,0,,,0,,,,,,1007,10079,,,,1,
BB Bambino Jr.,685,Sonny Streaker,213,LGO,,,1,,,0,,,,,,1007,10079,,,,1,
Casey Nine,514,Sonny Streaker,5,LGO,,,2,,,0,,,,,,1007,10079,,,,1,
Jack Marnette,307,Big Tuna,508,FO,,,0,,,0,,,,,,1007,10080,,,,1,
C.W. Mitzel,103,Big Tuna,45,1B,,,1,,,0,,,,,,1007,10080,,,,1,
Sonny Streaker,670,Big Tuna,273,DP,,,1,,,1,,,,,,1007,10080,,,,1,
King Fielder,420,Sonny Streaker,677,K,,,0,,,0,,,,,,1007,10081,,,,1,
Valentino Rollin,488,Sonny Streaker,792,K,,,1,,,0,,,,,,1007,10081,,,,1,
Otis Nixon Sr.,850,Sonny Streaker,901,3B,,,2,,,0,,,,,,1007,10081,,,,1,
Sevag Vapor,670,Sonny Streaker,336,LGO,,,2,,,1,,,,,,1007,10081,,,,1,
Mason Spurs,,Sonny Streaker,777,1B,,,2,,,3,,,,,,1007,10081,,,,1,
Dark Bobman,105,Big Tuna,895,FO,,,0,,,0,,,,,,1007,10082,,,,1,
Twinkie Power,999,Big Tuna,104,1B,,,1,,,0,,,,,,1007,10082,,,,1,
Hashcoin Shitstorm,598,Big Tuna,77,LGO,,,1,,,1,,,,,,1007,10082,,,,1,
Big Tuna,645,Sonny Streaker,717,1B,,,2,,,0,,,,,,1007,10082,,,,1,
Morris Deratt,100,Sonny Streaker,117,HR,,,2,,,1,,,,,,1007,10082,,,,1,
BB Bambino Jr.,484,Sonny Streaker,899,DP,,,2,,,1,,,,,,1007,10082,,,,1,
Casey Nine,377,Sonny Streaker,933,LGO,,,1,,,0,,,,,,1007,10083,,,,1,
Mike Cal,868,Big Tuna,987,1B,,,2,,,0,,,,,,1007,10083,,,,1,
Shiny Tenson,279,Big Tuna,747,DP,,,2,,,1,,,,,,1007,10083,,,,1,
Victor Justice,463,Big Tuna,312,BB,,,1,,,0,,,,,,1007,10084,,,,1,
Jack Marnette,178,Big Tuna,92,1B,,,1,,,1,,,,,,1007,10084,,,,1,
C.W. Mitzel,312,Big Tuna,758,LGO,,,1,,,4,,,,,,1007,10084,,,,1,
King Fielder,828,Pablo Sanchez,24,FO,,,2,,,4,,,,,,1007,10084,,,,1,
Valentino Rollin,977,Pablo Sanchez,24,3B,,,0,,,0,,,,,,1007,10085,,,,1,
Otis Nixon Sr.,24,Pablo Sanchez,224,FO,,,0,,,3,,,,,,1007,10085,,,,1,
Mason Spurs,,Pablo Sanchez,499,FO,,,1,,,3,,,,,,1007,10085,,,,1,
Pablo Sanchez,,Big Tuna,856,FO,,,2,,,3,,,,,,1007,10085,,,,1,
Dark Bobman,930,Big Tuna,422,LGO,,,0,,,0,,,,,,1007,10086,,,,1,
Twinkie Power,45,Big Tuna,705,K,,,1,,,0,,,,,,1007,10086,,,,1,
Gene Hennig,667,Syd Kidd,743,1B,,,0,,,0,,,,,,1008,10087,,,,1,
Jason Girth,327,Syd Kidd,17,FO,,,0,,,0,,,,,,1008,10087,,,,1,
Mylo Grams,40,Syd Kidd,57,3B,,,0,,,1,,,,,,1008,10087,,,,1,
Larry Wayne,133,Syd Kidd,126,HR,,,0,,,3,,,,,,1008,10087,,,,1,
Chad Barrett,890,Syd Kidd,756,1B,,,1,,,0,,,,,,1008,10087,,,,1,
Osmosis Jones,401,Syd Kidd,623,FO,,,1,,,1,,,,,,1008,10087,,,,1,
Rusty LaRue,571,Syd Kidd,290,K,,,2,,,1,,,,,,1008,10087,,,,1,
Tsar Zaar,638,Timothy Moyer,733,1B,,,0,,,0,,,,,,1008,10088,,,,1,
Obi-Wan Canoli,821,Timothy Moyer,733,1B,,,0,,,1,,,,,,1008,10088,,,,1,
I.M. Organic,624,Timothy Moyer,999,K,,,0,,,4,,,,,,1008,10088,,,,1,
Trey Rangers,9,Timothy Moyer,534,DP,,,1,,,4,,,,,,1008,10088,,,,1,
Humphrey Carter,187,Syd Kidd,631,LGO,,,0,,,0,,,,,,1008,10089,,,,1,
Timothy Moyer,256,Syd Kidd,2,FO,,,1,,,0,,,,,,1008,10089,,,,1,
Gene Hennig,724,Syd Kidd,433,K,,,2,,,0,,,,,,1008,10089,,,,1,
Garren Smudge,399,Timothy Moyer,178,FO,,,0,,,0,,,,,,1008,10090,,,,1,
Will Power,363,Timothy Moyer,316,2B,,,1,,,0,,,,,,1008,10090,,,,1,
Assassin Panda,512,Timothy Moyer,804,K,,,1,,,2,,,,,,1008,10090,,,,1,
Garrett Ipnov,475,Timothy Moyer,612,1B,,,2,,,1,,,,,,1008,10090,,,,1,
Syd Kidd,87,Timothy Moyer,33,1B,,,2,,,2,,,,,,1008,10090,,,,1,
Tsar Zaar,215,Timothy Moyer,658,LGO,,,2,,,5,,,,,,1008,10090,,,,1,
Mylo Grams,36,Syd Kidd,199,BB,,,0,,,0,,,,,,1008,10091,,,,1,
Larry Wayne,100,Syd Kidd,603,DP,,,0,,,1,,,,,,1008,10091,,,,1,
Jason Girth,486,Syd Kidd,501,HR,,,2,,,0,,,,,,1008,10091,,,,1,
Chad Barrett,72,Syd Kidd,908,BB,,,2,,,0,,,,,,1008,10091,,,,1,
Osmosis Jones,808,Syd Kidd,600,FO,,,2,,,1,,,,,,1008,10091,,,,1,
Obi-Wan Canoli,455,Timothy Moyer,497,2B,,,0,,,0,,,,,,1008,10092,,,,1,
I.M. Organic,656,Timothy Moyer,215,LGO,,,0,,,2,,,,,,1008,10092,,,,1,
Trey Rangers,610,Timothy Moyer,863,FO,,,1,,,2,,,,,,1008,10092,,,,1,
Garren Smudge,401,Timothy Moyer,109,K,,,2,,,2,,,,,,1008,10092,,,,1,
Rusty LaRue,661,Syd Kidd,815,BB,,,0,,,0,,,,,,1008,10093,,,,1,
Humphrey Carter,308,Syd Kidd,1,K,,,0,,,1,,,,,,1008,10093,,,,1,
Timothy Moyer,128,Syd Kidd,41,1B,,,1,,,1,,,,,,1008,10093,,,,1,
Gene Hennig,367,Syd Kidd,999,PO,,,1,,,4,,,,,,1008,10093,,,,1,
Jason Girth,123,Syd Kidd,688,LGO,,,2,,,0,,,,,,1008,10093,,,,1,
Mylo Grams,462,Syd Kidd,411,1B,,,2,,,4,,,,,,1008,10093,,,,1,
Larry Wayne,10,Syd Kidd,3,HR,,,2,,,5,,,,,,1008,10093,,,,1,
Will Power,703,Timothy Moyer,547,BB,,,0,,,0,,,,,,1008,10094,,,,1,
Assassin Panda,475,Timothy Moyer,27,DP,,,0,,,1,,,,,,1008,10094,,,,1,
Syd Kidd,241,Timothy Moyer,933,K,,,2,,,0,,,,,,1008,10094,,,,1,
Chad Barrett,712,Syd Kidd,777,2B,,,0,,,0,,,,,,1008,10095,,,,1,
Osmosis Jones,127,Syd Kidd,924,FO,,,0,,,2,,,,,,1008,10095,,,,1,
Rusty LaRue,715,Syd Kidd,421,K,,,1,,,2,,,,,,1008,10095,,,,1,
Humphrey Carter,212,Syd Kidd,421,FO,,,2,,,2,,,,,,1008,10095,,,,1,
Garrett Ipnov,994,Timothy Moyer,981,HR,,,0,,,0,,,,,,1008,10096,,,,1,
Rico Veringhipster,86,Timothy Moyer,824,FO,,,0,,,0,,,,,,1008,10096,,,,1,
S.K. Brettbug,777,Timothy Moyer,357,LGO,,,1,,,0,,,,,,1008,10096,,,,1,
Grey Goose McGillicuddy,565,Timothy Moyer,655,1B,,,2,,,0,,,,,,1008,10096,,,,1,
Trey Rangers,511,Timothy Moyer,478,2B,,,2,,,1,,,,,,1008,10096,,,,1,
Garren Smudge,179,Timothy Moyer,734,LGO,,,2,,,2,,,,,,1008,10096,,,,1,
Timothy Moyer,333,Grey Goose McGillicuddy,770,PO,,,0,,,0,,,,,,1008,10097,,,,1,
Gene Hennig,127,Grey Goose McGillicuddy,210,1B,,,1,,,0,,,,,,1008,10097,,,,1,
Mylo Grams,710,Grey Goose McGillicuddy,210,DP,,,1,,,1,,,,,,1008,10097,,,,1,
Will Power,527,Timothy Moyer,560,2B,,,0,,,0,,,,,,1008,10098,,,,1,
Assassin Panda,130,Timothy Moyer,48,1B,,,0,,,2,,,,,,1008,10098,,,,1,
Villar Porn,,Timothy Moyer,,Auto K,,,0,,,5,,,,,,1008,10098,,,,1,
Rico Veringhipster,702,Timothy Moyer,719,2B,,,1,,,4,,,,,,1008,10098,,,,1,
Garrett Ipnov,981,Timothy Moyer,101,1B,,,1,,,5,,,,,,1008,10098,,,,1,
S.K. Brettbug,222,Timothy Moyer,264,1B,,,1,,,6,,,,,,1008,10098,,,,1,
Grey Goose McGillicuddy,570,Timothy Moyer,33,DP,,,1,,,7,,,,,,1008,10098,,,,1,
Trey Paste,900,Cal Tiberius Jr.,474,LGO,,,0,,,0,,,,,,1009,10099,,,,1,
Chocolate Smegma,195,Cal Tiberius Jr.,662,LGO,,,1,,,0,,,,,,1009,10099,,,,1,
Master Cashier,980,Cal Tiberius Jr.,306,K,,,2,,,0,,,,,,1009,10099,,,,1,
H.B. Boink,333,Hudson Quin,283,2B,,,0,,,0,,,,,,1009,10100,,,,1,
Cal Tiberius Jr.,230,Hudson Quin,748,LGO,,,0,,,2,,,,,,1009,10100,,,,1,
Y.E. Wally,412,Hudson Quin,882,LGO,,,1,,,2,,,,,,1009,10100,,,,1,
Charles Lindberg,994,Hudson Quin,203,FO,,,2,,,2,,,,,,1009,10100,,,,1,
Mongster Mash,500,Cal Tiberius Jr.,536,2B,,,0,,,0,,,,,,1009,10101,,,,1,
Art Inova,632,Cal Tiberius Jr.,125,LGO,,,0,,,2,,,,,,1009,10101,,,,1,
Xavier Crowbar,447,Cal Tiberius Jr.,910,LGO,,,1,,,2,,,,,,1009,10101,,,,1,
Pip Squires,624,Cal Tiberius Jr.,310,PO,,,2,,,2,,,,,,1009,10101,,,,1,
Jake Blee,313,Hudson Quin,834,LGO,,,0,,,0,,,,,,1009,10102,,,,1,
Phil Coulson,984,Hudson Quin,142,BB,,,1,,,0,,,,,,1009,10102,,,,1,
Sadler Oriole,875,Hudson Quin,463,DP,,,1,,,1,,,,,,1009,10102,,,,1,
Bix Kayne,123,Cal Tiberius Jr.,562,LGO,,,0,,,0,,,,,,1009,10103,,,,1,
Hudson Quin,500,Cal Tiberius Jr.,172,K,,,1,,,0,,,,,,1009,10103,,,,1,
Trey Paste,900,Cal Tiberius Jr.,181,K,,,2,,,0,,,,,,1009,10103,,,,1,
C.J. Bastian,956,Hudson Quin,647,K,,,0,,,0,,,,,,1009,10104,,,,1,
Gil Metz,82,Hudson Quin,197,BB,,,1,,,0,,,,,,1009,10104,,,,1,
H.B. Boink,462,Hudson Quin,677,FO,,,1,,,1,,,,,,1009,10104,,,,1,
Cal Tiberius Jr.,560,Hudson Quin,677,1B,,,2,,,1,,,,,,1009,10104,,,,1,
Y.E. Wally,103,Hudson Quin,272,FO,,,2,,,5,,,,,,1009,10104,,,,1,
Chocolate Smegma,899,Cal Tiberius Jr.,404,LGO,,,0,,,0,,,,,,1009,10105,,,,1,
Master Cashier,182,Cal Tiberius Jr.,302,BB,,,1,,,0,,,,,,1009,10105,,,,1,
Mongster Mash,432,Cal Tiberius Jr.,925,DP,,,1,,,1,,,,,,1009,10105,,,,1,
Charles Lindberg,712,Hudson Quin,285,PO,,,0,,,0,,,,,,1009,10106,,,,1,
Jake Blee,826,Hudson Quin,999,FO,,,1,,,0,,,,,,1009,10106,,,,1,
Phil Coulson,273,Hudson Quin,638,PO,,,2,,,0,,,,,,1009,10106,,,,1,
Art Inova,335,Cal Tiberius Jr.,736,LGO,,,0,,,0,,,,,,1009,10107,,,,1,
Xavier Crowbar,210,Cal Tiberius Jr.,312,1B,,,1,,,0,,,,,,1009,10107,,,,1,
Pip Squires,243,Cal Tiberius Jr.,1,FO,,,1,,,1,,,,,,1009,10107,,,,1,
Bix Kayne,597,Cal Tiberius Jr.,312,K,,,2,,,1,,,,,,1009,10107,,,,1,
Sadler Oriole,650,Hudson Quin,785,1B,,,0,,,0,,,,,,1009,10108,,,,1,
C.J. Bastian,412,Hudson Quin,138,K,,,0,,,1,,,,,,1009,10108,,,,1,
Gil Metz,408,Hudson Quin,290,BB,,,1,,,1,,,,,,1009,10108,,,,1,
H.B. Boink,666,Hudson Quin,388,FO,,,1,,,4,,,,,,1009,10108,,,,1,
Cal Tiberius Jr.,472,Hudson Quin,626,BB,,,2,,,4,,,,,,1009,10108,,,,1,
Y.E. Wally,93,Hudson Quin,575,LGO,,,2,,,7,,,,,,1009,10108,,,,1,
Hudson Quin,752,Cal Tiberius Jr.,602,FO,,,0,,,0,,,,,,1009,10109,,,,1,
Trey Paste,313,Cal Tiberius Jr.,925,PO,,,1,,,0,,,,,,1009,10109,,,,1,
Chocolate Smegma,898,Cal Tiberius Jr.,411,LGO,,,2,,,0,,,,,,1009,10109,,,,1,
Charles Lindberg,71,Hudson Quin,410,K,,,0,,,0,,,,,,1009,10110,,,,1,
Jake Blee,735,Hudson Quin,697,2B,,,1,,,0,,,,,,1009,10110,,,,1,
Phil Coulson,623,Hudson Quin,953,K,,,1,,,2,,,,,,1009,10110,,,,1,
Sadler Oriole,350,Hudson Quin,566,FO,,,2,,,2,,,,,,1009,10110,,,,1,
Hyper Scoops,563,Junks Tandem,215,K,,,0,,,0,,,,,,1009,10111,,,,1,
Mongster Mash,888,Junks Tandem,1,1B,,,1,,,0,,,,,,1009,10111,,,,1,
Art Inova,660,Junks Tandem,156,DP,,,1,,,1,,,,,,1009,10111,,,,1,
C.J. Bastian,350,Hudson Quin,957,K,,,0,,,0,,,,,,1009,10112,,,,1,
Junks Tandem,650,Hudson Quin,238,K,,,1,,,0,,,,,,1009,10112,,,,1,
H.B. Boink,137,Hudson Quin,638,LGO,,,2,,,0,,,,,,1009,10112,,,,1,
Xavier Crowbar,832,Junks Tandem,772,1B,,,0,,,0,,,,,,1009,10113,,,,1,
Pip Squires,286,Junks Tandem,322,2B,,,0,,,1,,,,,,1009,10113,,,,1,
Bix Kayne,584,Junks Tandem,21,LGO,,,0,,,6,,,,,,1009,10113,,,,1,
Hudson Quin,699,Junks Tandem,584,BB,,,1,,,6,,,,,,1009,10113,,,,1,
Trey Paste,300,Junks Tandem,88,FO,,,1,,,7,,,,,,1009,10113,,,,1,
Chocolate Smegma,489,Junks Tandem,888,LGO,,,2,,,7,,,,,,1009,10113,,,,1,
H.B. Boink,632,Hudson Quin,732,1B,,,0,,,0,,,,,,1009,10114,,,,1,
Y.E. Wally,647,Hudson Quin,500,BB,,,0,,,1,,,,,,1009,10114,,,,1,
Charles Lindberg,222,Hudson Quin,881,K,,,0,,,4,,,,,,1009,10114,,,,1,
Jake Blee,201,Hudson Quin,979,FO,,,1,,,4,,,,,,1009,10114,,,,1,
Phil Coulson,650,Hudson Quin,631,3B,,,2,,,4,,,,,,1009,10114,,,,1,
Jimbo Fishy,236,Rob Pancakes,762,LGO,,,0,,,0,,,,,,1010,10115,,,,1,
Khalil Underscore,584,Rob Pancakes,620,2B,,,1,,,1,,,,,,1010,10115,,,,1,
Rupert Apple,111,Rob Pancakes,16,1B,,,1,,,3,,,,,,1010,10115,,,,1,
Buck Cheeks,104,Rob Pancakes,381,K,,,1,,,6,,,,,,1010,10115,,,,1,
Jay Money,590,Rob Pancakes,117,LGO,,,2,,,6,,,,,,1010,10115,,,,1,
Whit Merto,734,Whitt Bass,575,BB,,,0,,,0,,,,,,1010,10116,,,,1,
Clipper Charge,465,Whitt Bass,893,DP,,,0,,,1,,,,,,1010,10116,,,,1,
Bernie Petrol,218,Whitt Bass,111,1B,,,2,,,0,,,,,,1010,10116,,,,1,
Sam Smith,840,Whitt Bass,666,FO,,,2,,,1,,,,,,1010,10116,,,,1,
Chester Facto,729,Rob Pancakes,434,K,,,0,,,0,,,,,,1010,10117,,,,1,
Triston Uzumaki,813,Rob Pancakes,902,1B,,,1,,,0,,,,,,1010,10117,,,,1,
Chris Keebler,18,Rob Pancakes,739,FO,,,1,,,1,,,,,,1010,10117,,,,1,
Whitt Bass,435,Rob Pancakes,633,BB,,,2,,,1,,,,,,1010,10117,,,,1,
Jimbo Fishy,1,Rob Pancakes,540,LGO,,,2,,,4,,,,,,1010,10117,,,,1,
Johnny Dickshot,318,Whitt Bass,449,BB,,,0,,,0,,,,,,1010,10118,,,,1,
Aaron Range,516,Whitt Bass,986,DP,,,0,,,1,,,,,,1010,10118,,,,1,
Randy Nummer,789,Whitt Bass,478,K,,,2,,,0,,,,,,1010,10118,,,,1,
Rupert Apple,350,Rob Pancakes,202,BB,,,0,,,0,,,,,,1010,10119,,,,1,
Khalil Underscore,716,Rob Pancakes,202,DP,,,0,,,1,,,,,,1010,10119,,,,1,
Buck Cheeks,811,Rob Pancakes,999,FO,,,2,,,0,,,,,,1010,10119,,,,1,
Indy Sayne,444,Whitt Bass,898,LGO,,,0,,,0,,,,,,1010,10120,,,,1,
Rob Pancakes,627,Whitt Bass,944,PO,,,1,,,0,,,,,,1010,10120,,,,1,
Whit Merto,217,Whitt Bass,324,1B,,,2,,,0,,,,,,1010,10120,,,,1,
Clipper Charge,234,Whitt Bass,26,FO,,,2,,,1,,,,,,1010,10120,,,,1,
Jay Money,727,Rob Pancakes,202,LGO,,,0,,,0,,,,,,1010,10121,,,,1,
Chester Facto,444,Rob Pancakes,581,1B,,,1,,,0,,,,,,1010,10121,,,,1,
Triston Uzumaki,953,Rob Pancakes,1,2B,,,1,,,1,,,,,,1010,10121,,,,1,
Chris Keebler,288,Rob Pancakes,461,BB,,,1,,,6,,,,,,1010,10121,,,,1,
Whitt Bass,827,Rob Pancakes,288,DP,,,1,,,7,,,,,,1010,10121,,,,1,
Bernie Petrol,275,Whitt Bass,488,FO,,,0,,,0,,,,,,1010,10122,,,,1,
Sam Smith,732,Whitt Bass,8,K,,,1,,,0,,,,,,1010,10122,,,,1,
Johnny Dickshot,202,Whitt Bass,632,LGO,,,2,,,0,,,,,,1010,10122,,,,1,
Jimbo Fishy,672,Rob Pancakes,710,2B,,,0,,,0,,,,,,1010,10123,,,,1,
Rupert Apple,253,Rob Pancakes,820,PO,,,0,,,2,,,,,,1010,10123,,,,1,
Khalil Underscore,500,Rob Pancakes,381,BB,,,1,,,2,,,,,,1010,10123,,,,1,
Buck Cheeks,86,Rob Pancakes,108,2B,,,1,,,4,,,,,,1010,10123,,,,1,
Jay Money,440,Rob Pancakes,291,1B,,,1,,,6,,,,,,1010,10123,,,,1,
Chester Facto,500,Rob Pancakes,181,K,,,1,,,7,,,,,,1010,10123,,,,1,
Chris Keebler,777,Rob Pancakes,546,FO,,,2,,,2,,,,,,1010,10123,,,,1,
Triston Uzumaki,632,Rob Pancakes,679,2B,,,2,,,7,,,,,,1010,10123,,,,1,
Aaron Range,569,Whitt Bass,34,LGO,,,0,,,0,,,,,,1010,10124,,,,1,
Randy Nummer,444,Whitt Bass,456,HR,,,1,,,0,,,,,,1010,10124,,,,1,
Indy Sayne,900,Whitt Bass,113,FO,,,1,,,0,,,,,,1010,10124,,,,1,
Rob Pancakes,878,Whitt Bass,202,PO,,,2,,,0,,,,,,1010,10124,,,,1,
Whitt Bass,202,Rob Pancakes,878,K,,,0,,,0,,,,,,1010,10125,,,,1,
Jimbo Fishy,878,Rob Pancakes,51,BB,,,1,,,0,,,,,,1010,10125,,,,1,
Rupert Apple,439,Rob Pancakes,51,K,,,1,,,1,,,,,,1010,10125,,,,1,
Khalil Underscore,212,Rob Pancakes,684,LGO,,,2,,,1,,,,,,1010,10125,,,,1,
Whit Merto,819,Whitt Bass,615,FO,,,0,,,0,,,,,,1010,10126,,,,1,
Clipper Charge,612,Whitt Bass,602,3B,,,1,,,0,,,,,,1010,10126,,,,1,
Bernie Petrol,217,Whitt Bass,54,BB,,,1,,,3,,,,,,1010,10126,,,,1,
Sam Smith,752,Whitt Bass,374,DP,,,1,,,5,,,,,,1010,10126,,,,1,
Kyle Mack,103,Sal Shark,1,1B,,,0,,,0,,,,,,1011,10127,,,,1,
Conrad Love,212,Sal Shark,115,1B,,,0,,,1,,,,,,1011,10127,,,,1,
Lefty Schweez,56,Sal Shark,555,DP,,,0,,,4,,,,,,1011,10127,,,,1,
Rory Nipponsteer,611,Sal Shark,862,FO,,,2,,,5,,,,,,1011,10127,,,,1,
Art Zyz,49,Oliver Yu,560,LGO,,,0,,,0,,,,,,1011,10128,,,,1,
Bobson Dugnutt,899,Oliver Yu,410,LGO,,,1,,,0,,,,,,1011,10128,,,,1,
Boaty McBoatface,500,Oliver Yu,100,LGO,,,2,,,0,,,,,,1011,10128,,,,1,
Ronald Eagle Sr.,870,Sal Shark,455,LGO,,,0,,,0,,,,,,1011,10129,,,,1,
Hunter Tuzero,500,Sal Shark,910,LGO,,,1,,,0,,,,,,1011,10129,,,,1,
Ross Fire,325,Sal Shark,415,1B,,,2,,,0,,,,,,1011,10129,,,,1,
Oliver Yu,350,Sal Shark,115,FO,,,2,,,0,,,,,,1011,10129,,,,1,
KC Bats,705,Sal Shark,700,HR,,,2,,,1,,,,,,1011,10129,,,,1,
Caleb VanVacter,832,Oliver Yu,884,2B,,,0,,,0,,,,,,1011,10130,,,,1,
Blue Moon Barthelemy,599,Oliver Yu,850,FO,,,0,,,2,,,,,,1011,10130,,,,1,
Sal Shark,870,Oliver Yu,340,DP,,,1,,,1,,,,,,1011,10130,,,,1,
Graham Othrie,413,Oliver Yu,354,2B,,,1,,,2,,,,,,1011,10130,,,,1,
Rick Gymnast,118,Oliver Yu,100,3B,,,1,,,2,,,,,,1011,10130,,,,1,
Kid Notcher,619,Oliver Yu,523,1B,,,1,,,3,,,,,,1011,10130,,,,1,
Kyle Mack,321,Sal Shark,775,LGO,,,0,,,0,,,,,,1011,10131,,,,1,
Conrad Love,900,Sal Shark,220,K,,,1,,,0,,,,,,1011,10131,,,,1,
Lefty Schweez,343,Sal Shark,950,LGO,,,2,,,0,,,,,,1011,10131,,,,1,
Art Zyz,227,Oliver Yu,600,PO,,,0,,,0,,,,,,1011,10132,,,,1,
Bobson Dugnutt,870,Oliver Yu,220,PO,,,1,,,0,,,,,,1011,10132,,,,1,
Boaty McBoatface,870,Oliver Yu,430,LGO,,,2,,,0,,,,,,1011,10132,,,,1,
Rory Nipponsteer,,Sal Shark,,Auto K,,,0,,,0,,,,,,1011,10133,,,,1,
Ronald Eagle Sr.,770,Sal Shark,685,1B,,,1,,,0,,,,,,1011,10133,,,,1,
Hunter Tuzero,220,Sal Shark,940,FO,,,1,,,1,,,,,,1011,10133,,,,1,
Ross Fire,575,Sal Shark,225,PO,,,2,,,1,,,,,,1011,10133,,,,1,
Caleb VanVacter,10,Cy Hadd,23,HR,,,0,,,0,,,,,,1011,10134,,,,1,
Blue Moon Barthelemy,23,Cy Hadd,247,FO,,,0,,,0,,,,,,1011,10134,,,,1,
Graham Othrie,768,Cy Hadd,555,FO,,,1,,,0,,,,,,1011,10134,,,,1,
Rick Gymnast,862,Cy Hadd,158,K,,,2,,,0,,,,,,1011,10134,,,,1,
KC Bats,476,Sal Shark,440,2B,,,0,,,0,,,,,,1011,10135,,,,1,
Cy Hadd,777,Sal Shark,115,K,,,0,,,2,,,,,,1011,10135,,,,1,
Kyle Mack,683,Sal Shark,375,K,,,1,,,2,,,,,,1011,10135,,,,1,
Conrad Love,683,Sal Shark,1000,K,,,2,,,2,,,,,,1011,10135,,,,1,
Kid Notcher,878,Cy Hadd,221,K,,,0,,,0,,,,,,1011,10136,,,,1,
Sal Shark,440,Cy Hadd,222,FO,,,1,,,0,,,,,,1011,10136,,,,1,
